Jour ,Heure  ,Puissance appelée horaire (W),Puissance appelée horaire (kW),Puissance maximale (kW),Plage de puissance N°,Plage de puissance (kW),Nbre d'heures,Pourcentage,,Plage n°,Plage n°1,Plage n°2,Plage n°3,Plage n°4,Plage n°5,Plage n°6,Plage n°7,Plage n°8,Plage n°9,Plage n°10,Plage n°11,Plage n°12,Plage n°13,Plage n°14,Plage n°15,Plage n°16,Plage n°17,Plage n°18,Plage n°19,Plage n°20,,,,,,,,,,,,,Rappel puissance maximale appelée (kW),29.2,,Consommation les 10 jours de janvier,Besoins totaux (kWh),Besoins générateur de base (kWh),,Puissance,Part base,86%,,,,,,Affichage de la puissance du générateur de base sur la monotone,,
6,8,18807.69231,19,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.80769231,,,,,,,,,,,,
6,9,18692.30769,19,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.69230769,,,,,,,,,,,,
6,10,16730.76923,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.73076923,,,,,,,,,,,,
6,11,14423.07692,14,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.42307692,,,,,,,,,,,,
6,12,12000,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,
6,13,10153.84615,10,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,10.15384615,,,,,,,,,,,,
6,14,8769.230769,9,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,8.769230769,,,,,,,,,,,,
6,15,7961.538462,8,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,7.961538462,,,,,,,,,,,,
6,16,7961.538462,8,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,7.961538462,,,,,,,,,,,,
6,17,9230.769231,9,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,9.230769231,,,,,,,,,,,,
6,18,10846.15385,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,10.84615385,,,,,,,,,,,,
6,19,11653.84615,12,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.65384615,,,,,,,,,,,,
6,20,12346.15385,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.34615385,,,,,,,,,,,,
6,21,13153.84615,13,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.15384615,,,,,,,,,,,,
6,22,13961.53846,14,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.96153846,,,,,,,,,,,,
6,23,14653.84615,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.65384615,,,,,,,,,,,,
6,24,15461.53846,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.46153846,,,,,,,,,,,,
7,1,16269.23077,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.26923077,,,,,,,,,,,,
7,2,17307.69231,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.30769231,,,,,,,,,,,,
7,3,18230.76923,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.23076923,,,,,,,,,,,,
7,4,18807.69231,19,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.80769231,,,,,,,,,,,,
7,5,19269.23077,19,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,19.26923077,,,,,,,,,,,,
7,6,19846.15385,20,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,19.84615385,,,,,,,,,,,,
7,7,20192.30769,20,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.19230769,,,,,,,,,,,,
7,8,20538.46154,21,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.53846154,,,,,,,,,,,,
7,9,20538.46154,21,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.53846154,,,,,,,,,,,,
7,10,18692.30769,19,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.69230769,,,,,,,,,,,,
7,11,16384.61538,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.38461538,,,,,,,,,,,,
7,12,14076.92308,14,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.07692308,,,,,,,,,,,,
7,13,12230.76923,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.23076923,,,,,,,,,,,,
7,14,11076.92308,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.07692308,,,,,,,,,,,,
7,15,10730.76923,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,10.73076923,,,,,,,,,,,,
7,16,11076.92308,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.07692308,,,,,,,,,,,,
7,17,12461.53846,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.46153846,,,,,,,,,,,,
7,18,14076.92308,14,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.07692308,,,,,,,,,,,,
7,19,14653.84615,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.65384615,,,,,,,,,,,,
7,20,15115.38462,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.11538462,,,,,,,,,,,,
7,21,15692.30769,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.69230769,,,,,,,,,,,,
7,22,16153.84615,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.15384615,,,,,,,,,,,,
7,23,16615.38462,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.61538462,,,,,,,,,,,,
7,24,17192.30769,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.19230769,,,,,,,,,,,,
8,1,17423.07692,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.42307692,,,,,,,,,,,,
8,2,17653.84615,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.65384615,,,,,,,,,,,,
8,3,17769.23077,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.76923077,,,,,,,,,,,,
8,4,17884.61538,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.88461538,,,,,,,,,,,,
8,5,18000,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
8,6,18115.38462,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.11538462,,,,,,,,,,,,
8,7,18230.76923,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.23076923,,,,,,,,,,,,
8,8,18346.15385,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.34615385,,,,,,,,,,,,
8,9,18230.76923,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.23076923,,,,,,,,,,,,
8,10,15807.69231,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.80769231,,,,,,,,,,,,
8,11,14653.84615,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.65384615,,,,,,,,,,,,
8,12,13500,13,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,
8,13,13038.46154,13,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.03846154,,,,,,,,,,,,
8,14,13038.46154,13,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.03846154,,,,,,,,,,,,
8,15,12346.15385,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.34615385,,,,,,,,,,,,
8,16,12807.69231,13,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.80769231,,,,,,,,,,,,
8,17,13730.76923,14,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.73076923,,,,,,,,,,,,
8,18,14653.84615,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.65384615,,,,,,,,,,,,
8,19,14769.23077,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.76923077,,,,,,,,,,,,
8,20,15115.38462,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.11538462,,,,,,,,,,,,
8,21,15230.76923,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.23076923,,,,,,,,,,,,
8,22,15346.15385,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.34615385,,,,,,,,,,,,
8,23,15576.92308,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.57692308,,,,,,,,,,,,
8,24,15807.69231,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.80769231,,,,,,,,,,,,
9,1,15923.07692,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.92307692,,,,,,,,,,,,
9,2,16269.23077,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.26923077,,,,,,,,,,,,
9,3,16500,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.5,,,,,,,,,,,,
9,4,16615.38462,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.61538462,,,,,,,,,,,,
9,5,16846.15385,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.84615385,,,,,,,,,,,,
9,6,16961.53846,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.96153846,,,,,,,,,,,,
9,7,17076.92308,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.07692308,,,,,,,,,,,,
9,8,17192.30769,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.19230769,,,,,,,,,,,,
9,9,17192.30769,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.19230769,,,,,,,,,,,,
9,10,16846.15385,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.84615385,,,,,,,,,,,,
9,11,16384.61538,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.38461538,,,,,,,,,,,,
9,12,15923.07692,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.92307692,,,,,,,,,,,,
9,13,15576.92308,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.57692308,,,,,,,,,,,,
9,14,15230.76923,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.23076923,,,,,,,,,,,,
9,15,15115.38462,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.11538462,,,,,,,,,,,,
9,16,15230.76923,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.23076923,,,,,,,,,,,,
9,17,15576.92308,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.57692308,,,,,,,,,,,,
9,18,15923.07692,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.92307692,,,,,,,,,,,,
9,19,15692.30769,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.69230769,,,,,,,,,,,,
9,20,15576.92308,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.57692308,,,,,,,,,,,,
9,21,15000,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,
9,22,14653.84615,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.65384615,,,,,,,,,,,,
9,23,14307.69231,14,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.30769231,,,,,,,,,,,,
9,24,13961.53846,14,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.96153846,,,,,,,,,,,,
10,1,13846.15385,14,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.84615385,,,,,,,,,,,,
10,2,13961.53846,14,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.96153846,,,,,,,,,,,,
10,3,13500,13,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,
10,4,13269.23077,13,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.26923077,,,,,,,,,,,,
10,5,13153.84615,13,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.15384615,,,,,,,,,,,,
10,6,13038.46154,13,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.03846154,,,,,,,,,,,,
10,7,13038.46154,13,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.03846154,,,,,,,,,,,,
10,8,12923.07692,13,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.92307692,,,,,,,,,,,,
10,9,12807.69231,13,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.80769231,,,,,,,,,,,,
10,10,12346.15385,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.34615385,,,,,,,,,,,,
10,11,11884.61538,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.88461538,,,,,,,,,,,,
10,12,11423.07692,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.42307692,,,,,,,,,,,,
10,13,10961.53846,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,10.96153846,,,,,,,,,,,,
10,14,10730.76923,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,10.73076923,,,,,,,,,,,,
10,15,10615.38462,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,10.61538462,,,,,,,,,,,,
10,16,10615.38462,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,10.61538462,,,,,,,,,,,,
10,17,10846.15385,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,10.84615385,,,,,,,,,,,,
10,18,11076.92308,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.07692308,,,,,,,,,,,,
10,19,11192.30769,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.19230769,,,,,,,,,,,,
10,20,11192.30769,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.19230769,,,,,,,,,,,,
10,21,11307.69231,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.30769231,,,,,,,,,,,,
10,22,11538.46154,12,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.53846154,,,,,,,,,,,,
10,23,11423.07692,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.42307692,,,,,,,,,,,,
10,24,11538.46154,12,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.53846154,,,,,,,,,,,,
11,1,11769.23077,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.76923077,,,,,,,,,,,,
11,2,12000,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,
11,3,12230.76923,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.23076923,,,,,,,,,,,,
11,4,12461.53846,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.46153846,,,,,,,,,,,,
11,5,12576.92308,13,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.57692308,,,,,,,,,,,,
11,6,12692.30769,13,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.69230769,,,,,,,,,,,,
11,7,12923.07692,13,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.92307692,,,,,,,,,,,,
11,8,12923.07692,13,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.92307692,,,,,,,,,,,,
11,9,12923.07692,13,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.92307692,,,,,,,,,,,,
11,10,12923.07692,13,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.92307692,,,,,,,,,,,,
11,11,12346.15385,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.34615385,,,,,,,,,,,,
11,12,12000,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,
11,13,11769.23077,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.76923077,,,,,,,,,,,,
11,14,11653.84615,12,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.65384615,,,,,,,,,,,,
11,15,11653.84615,12,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.65384615,,,,,,,,,,,,
11,16,11653.84615,12,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.65384615,,,,,,,,,,,,
11,17,11884.61538,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.88461538,,,,,,,,,,,,
11,18,12115.38462,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.11538462,,,,,,,,,,,,
11,19,12346.15385,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.34615385,,,,,,,,,,,,
11,20,12692.30769,13,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.69230769,,,,,,,,,,,,
11,21,12923.07692,13,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.92307692,,,,,,,,,,,,
11,22,13153.84615,13,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.15384615,,,,,,,,,,,,
11,23,13500,13,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,
11,24,13730.76923,14,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.73076923,,,,,,,,,,,,
12,1,14653.84615,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.65384615,,,,,,,,,,,,
12,2,15692.30769,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.69230769,,,,,,,,,,,,
12,3,16730.76923,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.73076923,,,,,,,,,,,,
12,4,17192.30769,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.19230769,,,,,,,,,,,,
12,5,17769.23077,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.76923077,,,,,,,,,,,,
12,6,18346.15385,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.34615385,,,,,,,,,,,,
12,7,18692.30769,19,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.69230769,,,,,,,,,,,,
12,8,19038.46154,19,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,19.03846154,,,,,,,,,,,,
