,Jour ,Heure  ,Extérieur,Cumul puissance,,Déperditions,30000,W,,SI(D5<$H$4;$H$8*($H$4-D5);0)
,,,T (°C),Chauffage (W),,Température intérieur de base,19,°C,,
,178,24,19.1,,,,,,,
,179,1,18.1,,,,,,,
,179,2,16.9,,,,,,,
,179,3,16.3,,,,,,,
,179,4,15.7,,,,,,,
,179,5,15.3,,,,,,,
,179,6,15.6,,,,,,,
,179,7,17,,,,,,,
,179,8,18.5,,,,,,,
,179,9,19.7,,,,,,,
,179,10,20.7,,,,,,,
,179,11,21.7,,,,,,,
,179,12,22.8,,,,,,,
,179,13,23.9,,,,,,,
,179,14,24.8,,,,,,,
,179,15,25.3,,,,,,,
,179,16,25.5,,,,,,,
,179,17,25.4,,,,,,,
,179,18,24.9,,,,,,,
,179,19,24.1,,,,,,,
,179,20,23,,,,,,,
,179,21,21.9,,,,,,,
,179,22,20.3,,,,,,,
,179,23,18.8,,,,,,,
,179,24,17.3,,,,,,,
,180,1,16.4,,,,,,,
,180,2,15.5,,,,,,,
,180,3,14.9,,,,,,,
,180,4,14.4,,,,,,,
,180,5,14,,,,,,,
,180,6,14.2,,,,,,,
,180,7,15.2,,,,,,,
,180,8,16.3,,,,,,,
,180,9,17.4,,,,,,,
,180,10,18.7,,,,,,,
,180,11,19.8,,,,,,,
,180,12,20.6,,,,,,,
,180,13,21.4,,,,,,,
,180,14,22,,,,,,,
,180,15,22.2,,,,,,,
,180,16,22.1,,,,,,,
,180,17,21.6,,,,,,,
,180,18,21,,,,,,,
,180,19,20.3,,,,,,,
,180,20,19.4,,,,,,,
,180,21,18.5,,,,,,,
,180,22,17.2,,,,,,,
,180,23,16,,,,,,,
,180,24,14.8,,,,,,,
,181,1,14,,,,,,,
,181,2,13.1,,,,,,,
,181,3,12.6,,,,,,,
,181,4,12.1,,,,,,,
,181,5,11.7,,,,,,,
,181,6,12,,,,,,,
,181,7,13.4,,,,,,,
,181,8,14.9,,,,,,,
,181,9,16.5,,,,,,,
,181,10,18.1,,,,,,,
,181,11,19.5,,,,,,,
,181,12,19.1,,,,,,,
,181,13,18.8,,,,,,,
,181,14,18.7,,,,,,,
,181,15,18.6,,,,,,,
,181,16,18.3,,,,,,,
,181,17,17.9,,,,,,,
,181,18,17.2,,,,,,,
,181,19,16.5,,,,,,,
,181,20,15.8,,,,,,,
,181,21,14.9,,,,,,,
,181,22,14.8,,,,,,,
,181,23,14.6,,,,,,,
,181,24,14.5,,,,,,,
juillet,182,1,14.9,,,,,,,
,182,2,15.3,,,,,,,
,182,3,15.5,,,,,,,
,182,4,15.7,,,,,,,
,182,5,15.8,,,,,,,
,182,6,16.3,,,,,,,
,182,7,18.4,,,,,,,
,182,8,20.6,,,,,,,
,182,9,23.1,,,,,,,
,182,10,25.6,,,,,,,
,182,11,27.8,,,,,,,
,182,12,28,,,,,,,
,182,13,27.9,,,,,,,
,182,14,27.9,,,,,,,
,182,15,27.9,,,,,,,
,182,16,27.9,,,,,,,
,182,17,27.5,,,,,,,
,182,18,26.9,,,,,,,
,182,19,26,,,,,,,
,182,20,24.8,,,,,,,
,182,21,23.7,,,,,,,
,182,22,22.5,,,,,,,
,182,23,21.4,,,,,,,
,182,24,20.2,,,,,,,
,183,1,19.3,,,,,,,
,183,2,18.2,,,,,,,
,183,3,17.7,,,,,,,
,183,4,17.1,,,,,,,
,183,5,16.7,,,,,,,
,183,6,17,,,,,,,
,183,7,18.5,,,,,,,
,183,8,20.2,,,,,,,
,183,9,21.9,,,,,,,
,183,10,23.7,,,,,,,
,183,11,25.4,,,,,,,
,183,12,26.9,,,,,,,
,183,13,28.1,,,,,,,
,183,14,29.1,,,,,,,
,183,15,29.7,,,,,,,
,183,16,30,,,,,,,
,183,17,30,,,,,,,
,183,18,29.4,,,,,,,
,183,19,28.5,,,,,,,
,183,20,27.2,,,,,,,
,183,21,25.8,,,,,,,
,183,22,23.5,,,,,,,
,183,23,21.3,,,,,,,
,183,24,19.1,,,,,,,
,184,1,17.4,,,,,,,
,184,2,15.6,,,,,,,
,184,3,14.7,,,,,,,
,184,4,13.7,,,,,,,
,184,5,13,,,,,,,
,184,6,13.2,,,,,,,
,184,7,14.3,,,,,,,
,184,8,15.6,,,,,,,
,184,9,16.9,,,,,,,
,184,10,18.2,,,,,,,
,184,11,19.6,,,,,,,
,184,12,20.6,,,,,,,
,184,13,21.3,,,,,,,
,184,14,22,,,,,,,
,184,15,22.5,,,,,,,
,184,16,22.6,,,,,,,
,184,17,22.4,,,,,,,
,184,18,21.9,,,,,,,
,184,19,21,,,,,,,
,184,20,20,,,,,,,
,184,21,18.7,,,,,,,
,184,22,17.2,,,,,,,
,184,23,15.7,,,,,,,
,184,24,14.3,,,,,,,
,185,1,13.7,,,,,,,
,185,2,13.1,,,,,,,
,185,3,12.8,,,,,,,
,185,4,12.6,,,,,,,
,185,5,12.4,,,,,,,
,185,6,12.6,,,,,,,
,185,7,13.7,,,,,,,
,185,8,14.5,,,,,,,
,185,9,16.2,,,,,,,
,185,10,17.8,,,,,,,
,185,11,19.1,,,,,,,
,185,12,19.8,,,,,,,
,185,13,20.3,,,,,,,
,185,14,20.2,,,,,,,
,185,15,19.1,,,,,,,
,185,16,17.7,,,,,,,
,185,17,17.4,,,,,,,
,185,18,16.7,,,,,,,
,185,19,16,,,,,,,
,185,20,15.5,,,,,,,
,185,21,15,,,,,,,
,185,22,14.5,,,,,,,
,185,23,14,,,,,,,
,185,24,13.6,,,,,,,
,186,1,13.1,,,,,,,
,186,2,12.5,,,,,,,
,186,3,12.2,,,,,,,
,186,4,11.8,,,,,,,
,186,5,11.6,,,,,,,
,186,6,11.8,,,,,,,
,186,7,13.4,,,,,,,
,186,8,15.1,,,,,,,
,186,9,17,,,,,,,
,186,10,18.9,,,,,,,
,186,11,20.6,,,,,,,
,186,12,22.1,,,,,,,
,186,13,23.4,,,,,,,
,186,14,24.4,,,,,,,
,186,15,25.1,,,,,,,
,186,16,25.4,,,,,,,
,186,17,25.4,,,,,,,
,186,18,24.8,,,,,,,
,186,19,23.9,,,,,,,
,186,20,22.6,,,,,,,
,186,21,21.1,,,,,,,
,186,22,20.2,,,,,,,
,186,23,19.3,,,,,,,
,186,24,18.5,,,,,,,
,187,1,18.1,,,,,,,
,187,2,17.7,,,,,,,
,187,3,17.5,,,,,,,
,187,4,17.3,,,,,,,
,187,5,17.1,,,,,,,
,187,6,17.4,,,,,,,
,187,7,18.5,,,,,,,
,187,8,20,,,,,,,
,187,9,21.4,,,,,,,
,187,10,23.2,,,,,,,
,187,11,24.7,,,,,,,
,187,12,26,,,,,,,
,187,13,27.2,,,,,,,
,187,14,27.9,,,,,,,
,187,15,28.4,,,,,,,
,187,16,28.7,,,,,,,
,187,17,28.5,,,,,,,
,187,18,27.7,,,,,,,
,187,19,26.7,,,,,,,
,187,20,25.6,,,,,,,
,187,21,24.5,,,,,,,
,187,22,23,,,,,,,
,187,23,21.5,,,,,,,
,187,24,20,,,,,,,
,188,1,18.6,,,,,,,
,188,2,17.1,,,,,,,
,188,3,16.4,,,,,,,
,188,4,15.6,,,,,,,
,188,5,15.1,,,,,,,
,188,6,15.4,,,,,,,
,188,7,16.3,,,,,,,
,188,8,17.3,,,,,,,
,188,9,18.4,,,,,,,
,188,10,19.1,,,,,,,
,188,11,18.9,,,,,,,
,188,12,19.4,,,,,,,
,188,13,21.1,,,,,,,
,188,14,22.7,,,,,,,
,188,15,23.6,,,,,,,
,188,16,24.4,,,,,,,
,188,17,24.5,,,,,,,
,188,18,23.4,,,,,,,
,188,19,22.3,,,,,,,
,188,20,21.2,,,,,,,
,188,21,20.2,,,,,,,
,188,22,19.6,,,,,,,
,188,23,19,,,,,,,
,188,24,18.3,,,,,,,
,189,1,18.2,,,,,,,
,189,2,17.9,,,,,,,
,189,3,17.5,,,,,,,
,189,4,17.8,,,,,,,
,189,5,17.7,,,,,,,
,189,6,17.9,,,,,,,
,189,7,18.5,,,,,,,
,189,8,20,,,,,,,
,189,9,21,,,,,,,
,189,10,21.9,,,,,,,
,189,11,23.5,,,,,,,
,189,12,24.4,,,,,,,
,189,13,24.9,,,,,,,
,189,14,25.2,,,,,,,
,189,15,26,,,,,,,
,189,16,26.4,,,,,,,
,189,17,26.5,,,,,,,
,189,18,26.1,,,,,,,
,189,19,25.4,,,,,,,
,189,20,24.6,,,,,,,
,189,21,23.7,,,,,,,
,189,22,23.2,,,,,,,
,189,23,22.7,,,,,,,
,189,24,22.1,,,,,,,
,190,1,21.7,,,,,,,
,190,2,20.8,,,,,,,
,190,3,21,,,,,,,
,190,4,20.8,,,,,,,
,190,5,20.7,,,,,,,
,190,6,20.8,,,,,,,
,190,7,21.8,,,,,,,
,190,8,23.2,,,,,,,
,190,9,24,,,,,,,
,190,10,24.5,,,,,,,
,190,11,25.2,,,,,,,
,190,12,25.8,,,,,,,
,190,13,26.5,,,,,,,
,190,14,26,,,,,,,
,190,15,26.1,,,,,,,
,190,16,26,,,,,,,
,190,17,26.1,,,,,,,
,190,18,25.8,,,,,,,
,190,19,25.2,,,,,,,
,190,20,24.7,,,,,,,
,190,21,24.1,,,,,,,
,190,22,23.3,,,,,,,
,190,23,22.5,,,,,,,
,190,24,21.7,,,,,,,
,191,1,21,,,,,,,
,191,2,20.3,,,,,,,
,191,3,19.8,,,,,,,
,191,4,19.4,,,,,,,
,191,5,19.1,,,,,,,
,191,6,19.3,,,,,,,
,191,7,21.1,,,,,,,
,191,8,23.2,,,,,,,
,191,9,25.2,,,,,,,
,191,10,27,,,,,,,
,191,11,28.8,,,,,,,
,191,12,29.3,,,,,,,
,191,13,29.9,,,,,,,
,191,14,30.6,,,,,,,
,191,15,31,,,,,,,
,191,16,30.8,,,,,,,
,191,17,30.4,,,,,,,
,191,18,29.6,,,,,,,
,191,19,28.5,,,,,,,
,191,20,27.2,,,,,,,
,191,21,26,,,,,,,
,191,22,24.9,,,,,,,
,191,23,23.8,,,,,,,
,191,24,22.8,,,,,,,
,192,1,22.2,,,,,,,
,192,2,21.4,,,,,,,
,192,3,20.5,,,,,,,
,192,4,19.2,,,,,,,
,192,5,20.5,,,,,,,
,192,6,20.4,,,,,,,
,192,7,20.7,,,,,,,
,192,8,22.4,,,,,,,
,192,9,23.5,,,,,,,
,192,10,24,,,,,,,
,192,11,24.8,,,,,,,
,192,12,25.1,,,,,,,
,192,13,25.4,,,,,,,
,192,14,25.4,,,,,,,
,192,15,25.6,,,,,,,
,192,16,25.4,,,,,,,
,192,17,25.2,,,,,,,
,192,18,25.1,,,,,,,
,192,19,24.8,,,,,,,
,192,20,24,,,,,,,
,192,21,23.8,,,,,,,
,192,22,22.2,,,,,,,
,192,23,20.5,,,,,,,
,192,24,19,,,,,,,
,193,1,17.6,,,,,,,
,193,2,16.1,,,,,,,
,193,3,15.3,,,,,,,
,193,4,14.5,,,,,,,
,193,5,13.9,,,,,,,
,193,6,14,,,,,,,
,193,7,15.3,,,,,,,
,193,8,16.8,,,,,,,
,193,9,18.5,,,,,,,
,193,10,20.2,,,,,,,
,193,11,21.7,,,,,,,
,193,12,23.1,,,,,,,
,193,13,24.3,,,,,,,
,193,14,25.2,,,,,,,
,193,15,25.8,,,,,,,
,193,16,26,,,,,,,
,193,17,25.9,,,,,,,
,193,18,25.4,,,,,,,
,193,19,24.4,,,,,,,
,193,20,23.1,,,,,,,
,193,21,21.7,,,,,,,
,193,22,20,,,,,,,
,193,23,18.3,,,,,,,
,193,24,16.6,,,,,,,
,194,1,15.8,,,,,,,
,194,2,14.8,,,,,,,
,194,3,14.3,,,,,,,
,194,4,13.8,,,,,,,
,194,5,13.4,,,,,,,
,194,6,13.5,,,,,,,
,194,7,14.1,,,,,,,
,194,8,14.9,,,,,,,
,194,9,15.8,,,,,,,
,194,10,16.5,,,,,,,
,194,11,17.4,,,,,,,
,194,12,18.1,,,,,,,
,194,13,18.6,,,,,,,
,194,14,18.9,,,,,,,
,194,15,19,,,,,,,
,194,16,19.2,,,,,,,
,194,17,19,,,,,,,
,194,18,18.5,,,,,,,
,194,19,17.9,,,,,,,
,194,20,16.9,,,,,,,
,194,21,15.8,,,,,,,
,194,22,16.1,,,,,,,
,194,23,15.7,,,,,,,
,194,24,15.4,,,,,,,
,195,1,15.4,,,,,,,
,195,2,15.6,,,,,,,
,195,3,15.7,,,,,,,
,195,4,15.8,,,,,,,
,195,5,15.6,,,,,,,
,195,6,15.9,,,,,,,
,195,7,17,,,,,,,
,195,8,18,,,,,,,
,195,9,19,,,,,,,
,195,10,20.2,,,,,,,
,195,11,21,,,,,,,
,195,12,21.6,,,,,,,
,195,13,22.2,,,,,,,
,195,14,22.9,,,,,,,
,195,15,23.4,,,,,,,
,195,16,23.6,,,,,,,
,195,17,23.7,,,,,,,
,195,18,22.6,,,,,,,
,195,19,22.5,,,,,,,
,195,20,22.1,,,,,,,
,195,21,21.5,,,,,,,
,195,22,20.3,,,,,,,
,195,23,19.1,,,,,,,
,195,24,17.9,,,,,,,
,196,1,16.7,,,,,,,
,196,2,15.5,,,,,,,
,196,3,14.8,,,,,,,
,196,4,14.1,,,,,,,
,196,5,13.6,,,,,,,
,196,6,13.6,,,,,,,
,196,7,14.2,,,,,,,
,196,8,15.2,,,,,,,
,196,9,16.1,,,,,,,
,196,10,17.1,,,,,,,
,196,11,17.9,,,,,,,
,196,12,18.9,,,,,,,
,196,13,19.7,,,,,,,
,196,14,20.4,,,,,,,
,196,15,20.8,,,,,,,
,196,16,20.9,,,,,,,
,196,17,20.8,,,,,,,
,196,18,20.3,,,,,,,
,196,19,19.6,,,,,,,
,196,20,18.8,,,,,,,
,196,21,17.8,,,,,,,
,196,22,16.8,,,,,,,
,196,23,15.9,,,,,,,
,196,24,14.9,,,,,,,
,197,1,14.5,,,,,,,
,197,2,14.1,,,,,,,
,197,3,13.8,,,,,,,
,197,4,13.6,,,,,,,
,197,5,13.4,,,,,,,
,197,6,13.6,,,,,,,
,197,7,15,,,,,,,
,197,8,16.6,,,,,,,
,197,9,18.5,,,,,,,
,197,10,20.3,,,,,,,
,197,11,22,,,,,,,
,197,12,23.7,,,,,,,
,197,13,25,,,,,,,
,197,14,26.1,,,,,,,
,197,15,26.9,,,,,,,
,197,16,27.2,,,,,,,
,197,17,27.2,,,,,,,
,197,18,26.7,,,,,,,
,197,19,25.8,,,,,,,
,197,20,24.6,,,,,,,
,197,21,23.2,,,,,,,
,197,22,21.3,,,,,,,
,197,23,19.5,,,,,,,
,197,24,17.7,,,,,,,
,198,1,16.1,,,,,,,
,198,2,14.4,,,,,,,
,198,3,13.4,,,,,,,
,198,4,12.4,,,,,,,
,198,5,11.6,,,,,,,
,198,6,11.5,,,,,,,
,198,7,12.3,,,,,,,
,198,8,13.3,,,,,,,
,198,9,14.4,,,,,,,
,198,10,15.5,,,,,,,
,198,11,16.6,,,,,,,
,198,12,17.5,,,,,,,
,198,13,18.3,,,,,,,
,198,14,18.9,,,,,,,
,198,15,19.1,,,,,,,
,198,16,19.1,,,,,,,
,198,17,18.9,,,,,,,
,198,18,18.3,,,,,,,
,198,19,17.4,,,,,,,
,198,20,16.3,,,,,,,
,198,21,15.1,,,,,,,
,198,22,13.7,,,,,,,
,198,23,12.3,,,,,,,
,198,24,10.9,,,,,,,
,199,1,10.9,,,,,,,
,199,2,10.7,,,,,,,
,199,3,10.7,,,,,,,
,199,4,10.6,,,,,,,
,199,5,10.5,,,,,,,
,199,6,10.6,,,,,,,
,199,7,11.8,,,,,,,
,199,8,13.2,,,,,,,
,199,9,15,,,,,,,
,199,10,16.9,,,,,,,
,199,11,18.8,,,,,,,
,199,12,20.4,,,,,,,
,199,13,21.4,,,,,,,
,199,14,22,,,,,,,
,199,15,22.5,,,,,,,
,199,16,22.6,,,,,,,
,199,17,22.5,,,,,,,
,199,18,21.9,,,,,,,
,199,19,20.9,,,,,,,
,199,20,19.7,,,,,,,
,199,21,18.5,,,,,,,
,199,22,18,,,,,,,
,199,23,17.5,,,,,,,
,199,24,17,,,,,,,
,200,1,16.7,,,,,,,
,200,2,16.5,,,,,,,
,200,3,16.4,,,,,,,
,200,4,16.2,,,,,,,
,200,5,16.2,,,,,,,
,200,6,16.3,,,,,,,
,200,7,18,,,,,,,
,200,8,18.9,,,,,,,
,200,9,18.4,,,,,,,
,200,10,19.1,,,,,,,
,200,11,19.9,,,,,,,
,200,12,21.1,,,,,,,
,200,13,22.6,,,,,,,
,200,14,23.7,,,,,,,
,200,15,25.1,,,,,,,
,200,16,25.6,,,,,,,
,200,17,25.8,,,,,,,
,200,18,25.5,,,,,,,
,200,19,24.8,,,,,,,
,200,20,24.1,,,,,,,
,200,21,23.2,,,,,,,
,200,22,22,,,,,,,
,200,23,20.7,,,,,,,
,200,24,19.4,,,,,,,
,201,1,18.1,,,,,,,
,201,2,16.7,,,,,,,
,201,3,15.9,,,,,,,
,201,4,15.1,,,,,,,
,201,5,14.5,,,,,,,
,201,6,14.6,,,,,,,
,201,7,15.6,,,,,,,
,201,8,16.8,,,,,,,
,201,9,18.3,,,,,,,
,201,10,19.8,,,,,,,
,201,11,21.6,,,,,,,
,201,12,21.6,,,,,,,
,201,13,21.5,,,,,,,
,201,14,21.5,,,,,,,
,201,15,21.4,,,,,,,
,201,16,21.2,,,,,,,
,201,17,20.8,,,,,,,
,201,18,20.1,,,,,,,
,201,19,19.3,,,,,,,
,201,20,18.4,,,,,,,
,201,21,17.5,,,,,,,
,201,22,16.9,,,,,,,
,201,23,16.3,,,,,,,
,201,24,15.7,,,,,,,
,202,1,15.9,,,,,,,
,202,2,16.2,,,,,,,
,202,3,16.3,,,,,,,
,202,4,16.4,,,,,,,
,202,5,16.5,,,,,,,
,202,6,16.6,,,,,,,
,202,7,17.9,,,,,,,
,202,8,19.6,,,,,,,
,202,9,21.2,,,,,,,
,202,10,22,,,,,,,
,202,11,23.4,,,,,,,
,202,12,24.6,,,,,,,
,202,13,25.5,,,,,,,
,202,14,26.4,,,,,,,
,202,15,26.5,,,,,,,
,202,16,25.7,,,,,,,
,202,17,25.1,,,,,,,
,202,18,25,,,,,,,
,202,19,24.7,,,,,,,
,202,20,24.1,,,,,,,
,202,21,23.2,,,,,,,
,202,22,22.5,,,,,,,
,202,23,21.8,,,,,,,
,202,24,21.1,,,,,,,
,203,1,20.3,,,,,,,
,203,2,19.6,,,,,,,
,203,3,19.1,,,,,,,
,203,4,18.7,,,,,,,
,203,5,18.4,,,,,,,
,203,6,18.6,,,,,,,
,203,7,19.4,,,,,,,
,203,8,20.7,,,,,,,
,203,9,22.7,,,,,,,
,203,10,24.3,,,,,,,
,203,11,25.2,,,,,,,
,203,12,26,,,,,,,
,203,13,26.2,,,,,,,
,203,14,26.2,,,,,,,
,203,15,25.6,,,,,,,
,203,16,24.5,,,,,,,
,203,17,23.6,,,,,,,
,203,18,22.5,,,,,,,
,203,19,22.2,,,,,,,
,203,20,21.5,,,,,,,
,203,21,20.9,,,,,,,
,203,22,20.4,,,,,,,
,203,23,19.9,,,,,,,
,203,24,19.4,,,,,,,
,204,1,19.1,,,,,,,
,204,2,18.6,,,,,,,
,204,3,18.4,,,,,,,
,204,4,18.1,,,,,,,
,204,5,17.9,,,,,,,
,204,6,17.9,,,,,,,
,204,7,19.6,,,,,,,
,204,8,21.9,,,,,,,
,204,9,24.1,,,,,,,
,204,10,26.4,,,,,,,
,204,11,28.7,,,,,,,
,204,12,29.1,,,,,,,
,204,13,29.3,,,,,,,
,204,14,29.6,,,,,,,
,204,15,29.6,,,,,,,
,204,16,29.5,,,,,,,
,204,17,29.2,,,,,,,
,204,18,28.7,,,,,,,
,204,19,27.6,,,,,,,
,204,20,26.4,,,,,,,
,204,21,25.1,,,,,,,
,204,22,24.2,,,,,,,
,204,23,23.2,,,,,,,
,204,24,22.2,,,,,,,
,205,1,21.8,,,,,,,
,205,2,21.3,,,,,,,
,205,3,21,,,,,,,
,205,4,20.8,,,,,,,
,205,5,20.6,,,,,,,
,205,6,20.7,,,,,,,
,205,7,22.2,,,,,,,
,205,8,24.1,,,,,,,
,205,9,26.1,,,,,,,
,205,10,28.2,,,,,,,
,205,11,30.1,,,,,,,
,205,12,31.8,,,,,,,
,205,13,33.2,,,,,,,
,205,14,34.3,,,,,,,
,205,15,35,,,,,,,
,205,16,35.4,,,,,,,
,205,17,35.4,,,,,,,
,205,18,34.8,,,,,,,
,205,19,33.8,,,,,,,
,205,20,32.5,,,,,,,
,205,21,31,,,,,,,
,205,22,29.4,,,,,,,
,205,23,27.8,,,,,,,
,205,24,26.1,,,,,,,
,206,1,24.7,,,,,,,
,206,2,23.1,,,,,,,
,206,3,22.2,,,,,,,
,206,4,21.4,,,,,,,
,206,5,20.8,,,,,,,
,206,6,20.7,,,,,,,
,206,7,21.9,,,,,,,
,206,8,23.5,,,,,,,
,206,9,25.1,,,,,,,
,206,10,26.8,,,,,,,
,206,11,28.4,,,,,,,
,206,12,29.8,,,,,,,
,206,13,30.9,,,,,,,
,206,14,31.8,,,,,,,
,206,15,32.4,,,,,,,
,206,16,32.6,,,,,,,
,206,17,32.5,,,,,,,
,206,18,32,,,,,,,
,206,19,31.1,,,,,,,
,206,20,29.8,,,,,,,
,206,21,28.4,,,,,,,
,206,22,26.6,,,,,,,
,206,23,24.7,,,,,,,
,206,24,22.8,,,,,,,
,207,1,21.7,,,,,,,
,207,2,20.5,,,,,,,
,207,3,19.8,,,,,,,
,207,4,19.2,,,,,,,
,207,5,18.7,,,,,,,
,207,6,18.7,,,,,,,
,207,7,19.8,,,,,,,
,207,8,21.4,,,,,,,
,207,9,23.1,,,,,,,
,207,10,24.8,,,,,,,
,207,11,26.4,,,,,,,
,207,12,27.8,,,,,,,
,207,13,29,,,,,,,
,207,14,29.9,,,,,,,
,207,15,30.5,,,,,,,
,207,16,30.8,,,,,,,
,207,17,30.7,,,,,,,
,207,18,30.2,,,,,,,
,207,19,29.2,,,,,,,
,207,20,27.9,,,,,,,
,207,21,26.6,,,,,,,
,207,22,24.9,,,,,,,
,207,23,23.3,,,,,,,
,207,24,21.6,,,,,,,
,208,1,20.6,,,,,,,
,208,2,19.4,,,,,,,
,208,3,18.8,,,,,,,
,208,4,18.2,,,,,,,
,208,5,17.8,,,,,,,
,208,6,17.8,,,,,,,
,208,7,18.2,,,,,,,
,208,8,18.7,,,,,,,
,208,9,19.3,,,,,,,
,208,10,20.4,,,,,,,
,208,11,21.5,,,,,,,
,208,12,22.4,,,,,,,
,208,13,23,,,,,,,
,208,14,23.5,,,,,,,
,208,15,24.2,,,,,,,
,208,16,24.8,,,,,,,
,208,17,25.1,,,,,,,
,208,18,25.1,,,,,,,
,208,19,24.8,,,,,,,
,208,20,24.1,,,,,,,
,208,21,23.2,,,,,,,
,208,22,21.8,,,,,,,
,208,23,20.3,,,,,,,
,208,24,18.9,,,,,,,
,209,1,17.9,,,,,,,
,209,2,16.7,,,,,,,
,209,3,16.1,,,,,,,
,209,4,15.6,,,,,,,
,209,5,15.1,,,,,,,
,209,6,15.1,,,,,,,
,209,7,15.5,,,,,,,
,209,8,16.3,,,,,,,
,209,9,17.2,,,,,,,
,209,10,18.3,,,,,,,
,209,11,19.3,,,,,,,
,209,12,20.2,,,,,,,
,209,13,20.9,,,,,,,
,209,14,21.5,,,,,,,
,209,15,21.8,,,,,,,
,209,16,22,,,,,,,
,209,17,21.9,,,,,,,
,209,18,21.6,,,,,,,
,209,19,21,,,,,,,
,209,20,20.2,,,,,,,
,209,21,19.4,,,,,,,
,209,22,18.3,,,,,,,
,209,23,17.3,,,,,,,
,209,24,16.2,,,,,,,
,210,1,15.7,,,,,,,
,210,2,15.1,,,,,,,
,210,3,14.8,,,,,,,
,210,4,14.5,,,,,,,
,210,5,14.3,,,,,,,
,210,6,14.3,,,,,,,
,210,7,15.2,,,,,,,
,210,8,15.7,,,,,,,
,210,9,16.7,,,,,,,
,210,10,17.9,,,,,,,
,210,11,19.1,,,,,,,
,210,12,20.5,,,,,,,
,210,13,21.5,,,,,,,
,210,14,22.8,,,,,,,
,210,15,23.4,,,,,,,
,210,16,23.9,,,,,,,
,210,17,24.4,,,,,,,
,210,18,24.5,,,,,,,
,210,19,24,,,,,,,
,210,20,23.1,,,,,,,
,210,21,22,,,,,,,
,210,22,20.5,,,,,,,
,210,23,18.9,,,,,,,
,210,24,17.3,,,,,,,
,211,1,15.9,,,,,,,
,211,2,14.4,,,,,,,
,211,3,13.6,,,,,,,
,211,4,12.7,,,,,,,
,211,5,12.2,,,,,,,
,211,6,12.1,,,,,,,
,211,7,13,,,,,,,
,211,8,14.4,,,,,,,
,211,9,15.9,,,,,,,
,211,10,17.6,,,,,,,
,211,11,19.1,,,,,,,
,211,12,20.4,,,,,,,
,211,13,21.5,,,,,,,
,211,14,22.2,,,,,,,
,211,15,22.7,,,,,,,
,211,16,22.9,,,,,,,
,211,17,22.8,,,,,,,
,211,18,22.2,,,,,,,
,211,19,21.2,,,,,,,
,211,20,20,,,,,,,
,211,21,18.7,,,,,,,
,211,22,17.6,,,,,,,
,211,23,16.4,,,,,,,
,211,24,15.4,,,,,,,
,212,1,15,,,,,,,
,212,2,14.7,,,,,,,
,212,3,14.5,,,,,,,
,212,4,14.3,,,,,,,
,212,5,14.1,,,,,,,
,212,6,14.1,,,,,,,
,212,7,15.4,,,,,,,
,212,8,17,,,,,,,
,212,9,18.9,,,,,,,
,212,10,20.8,,,,,,,
,212,11,22.6,,,,,,,
,212,12,24.2,,,,,,,
,212,13,25.6,,,,,,,
,212,14,26.7,,,,,,,
,212,15,27.4,,,,,,,
,212,16,27.8,,,,,,,
,212,17,27.9,,,,,,,
,212,18,27.4,,,,,,,
,212,19,26.5,,,,,,,
,212,20,25.2,,,,,,,
,212,21,23.8,,,,,,,
,212,22,22.1,,,,,,,
,212,23,20.5,,,,,,,
,212,24,18.9,,,,,,,
aout,213,1,17.3,,,,,,,
,213,2,15.8,,,,,,,
,213,3,14.3,,,,,,,
,213,4,13.3,,,,,,,
,213,5,12.7,,,,,,,
,213,6,12.6,,,,,,,
,213,7,13.7,,,,,,,
,213,8,15.2,,,,,,,
,213,9,16.9,,,,,,,
,213,10,18.8,,,,,,,
,213,11,20.5,,,,,,,
,213,12,22,,,,,,,
,213,13,23.2,,,,,,,
,213,14,24.1,,,,,,,
,213,15,24.7,,,,,,,
,213,16,24.9,,,,,,,
,213,17,24.8,,,,,,,
,213,18,24.1,,,,,,,
,213,19,23,,,,,,,
,213,20,21.6,,,,,,,
,213,21,20.1,,,,,,,
,213,22,18.7,,,,,,,
,213,23,17.3,,,,,,,
,213,24,15.9,,,,,,,
,214,1,15.4,,,,,,,
,214,2,14.8,,,,,,,
,214,3,14.5,,,,,,,
,214,4,14.1,,,,,,,
,214,5,13.9,,,,,,,
,214,6,13.9,,,,,,,
,214,7,15.2,,,,,,,
,214,8,17.1,,,,,,,
,214,9,19.4,,,,,,,
,214,10,21.8,,,,,,,
,214,11,24,,,,,,,
,214,12,26,,,,,,,
,214,13,27.6,,,,,,,
,214,14,28.9,,,,,,,
,214,15,29.8,,,,,,,
,214,16,30.2,,,,,,,
,214,17,30.2,,,,,,,
,214,18,29.6,,,,,,,
,214,19,28.4,,,,,,,
,214,20,26.8,,,,,,,
,214,21,25.2,,,,,,,
,214,22,23.6,,,,,,,
,214,23,22.1,,,,,,,
,214,24,20.6,,,,,,,
,215,1,19.4,,,,,,,
,215,2,18.1,,,,,,,
,215,3,17.4,,,,,,,
,215,4,16.6,,,,,,,
,215,5,16.1,,,,,,,
,215,6,16,,,,,,,
,215,7,17.2,,,,,,,
,215,8,19.1,,,,,,,
,215,9,21.3,,,,,,,
,215,10,23.6,,,,,,,
,215,11,25.7,,,,,,,
,215,12,26.2,,,,,,,
,215,13,26.4,,,,,,,
