,Jour ,Heure  ,Extérieur,Cumul puissance,,Déperditions,30000,W,,SI(D5<$H$4;$H$8*($H$4-D5);0)
,,,T (°C),Chauffage (W),,Température intérieur de base,19,°C,,
,326,13,5.7,15346.15385,,,,,,
,326,14,5.9,15115.38462,,,,,,
,326,15,5.3,15807.69231,,,,,,
,326,16,5.5,15576.92308,,,,,,
,326,17,5,16153.84615,,,,,,
,326,18,4.3,16961.53846,,,,,,
,326,19,4,17307.69231,,,,,,
,326,20,4,17307.69231,,,,,,
,326,21,3.8,17538.46154,,,,,,
,326,22,3.6,17769.23077,,,,,,
,326,23,3.4,18000,,,,,,
,326,24,3.2,18230.76923,,,,,,
,327,1,3.2,18230.76923,,,,,,
,327,2,3.2,18230.76923,,,,,,
,327,3,3.2,18230.76923,,,,,,
,327,4,3.1,18346.15385,,,,,,
,327,5,3.4,18000,,,,,,
,327,6,3.5,17884.61538,,,,,,
,327,7,3.5,17884.61538,,,,,,
,327,8,3.6,17769.23077,,,,,,
,327,9,3.7,17653.84615,,,,,,
,327,10,5.5,15576.92308,,,,,,
,327,11,6.5,14423.07692,,,,,,
,327,12,7.4,13384.61538,,,,,,
,327,13,8.4,12230.76923,,,,,,
,327,14,8.9,11653.84615,,,,,,
,327,15,8.6,12000,,,,,,
,327,16,7.7,13038.46154,,,,,,
,327,17,7,13846.15385,,,,,,
,327,18,6.5,14423.07692,,,,,,
,327,19,6.3,14653.84615,,,,,,
,327,20,6.2,14769.23077,,,,,,
,327,21,6.1,14884.61538,,,,,,
,327,22,6,15000,,,,,,
,327,23,5.8,15230.76923,,,,,,
,327,24,5.7,15346.15385,,,,,,
,328,1,5.4,15692.30769,,,,,,
,328,2,5,16153.84615,,,,,,
,328,3,4.7,16500,,,,,,
,328,4,4.5,16730.76923,,,,,,
,328,5,4.3,16961.53846,,,,,,
,328,6,4.1,17192.30769,,,,,,
,328,7,4,17307.69231,,,,,,
,328,8,3.9,17423.07692,,,,,,
,328,9,4.4,16846.15385,,,,,,
,328,10,6.5,14423.07692,,,,,,
,328,11,8.2,12461.53846,,,,,,
,328,12,9.8,10615.38462,,,,,,
,328,13,11.2,9000,,,,,,
,328,14,12.1,7961.538462,,,,,,
,328,15,11.9,8192.307692,,,,,,
,328,16,11.2,9000,,,,,,
,328,17,10.1,10269.23077,,,,,,
,328,18,8.9,11653.84615,,,,,,
,328,19,8.6,12000,,,,,,
,328,20,8.3,12346.15385,,,,,,
,328,21,7.9,12807.69231,,,,,,
,328,22,7.6,13153.84615,,,,,,
,328,23,7.3,13500,,,,,,
,328,24,7,13846.15385,,,,,,
,329,1,6.6,14307.69231,,,,,,
,329,2,6.2,14769.23077,,,,,,
,329,3,5.8,15230.76923,,,,,,
,329,4,5.6,15461.53846,,,,,,
,329,5,5.3,15807.69231,,,,,,
,329,6,5.1,16038.46154,,,,,,
,329,7,5,16153.84615,,,,,,
,329,8,4.8,16384.61538,,,,,,
,329,9,4.8,16384.61538,,,,,,
,329,10,4.9,16269.23077,,,,,,
,329,11,5,16153.84615,,,,,,
,329,12,5.1,16038.46154,,,,,,
,329,13,5.1,16038.46154,,,,,,
,329,14,5.2,15923.07692,,,,,,
,329,15,5.1,16038.46154,,,,,,
,329,16,5,16153.84615,,,,,,
,329,17,4.3,16961.53846,,,,,,
,329,18,4.6,16615.38462,,,,,,
,329,19,4.3,16961.53846,,,,,,
,329,20,4.2,17076.92308,,,,,,
,329,21,3.9,17423.07692,,,,,,
,329,22,3.7,17653.84615,,,,,,
,329,23,3.4,18000,,,,,,
,329,24,3.1,18346.15385,,,,,,
,330,1,3,18461.53846,,,,,,
,330,2,2.7,18807.69231,,,,,,
,330,3,2.6,18923.07692,,,,,,
,330,4,2.5,19038.46154,,,,,,
,330,5,2.4,19153.84615,,,,,,
,330,6,2.3,19269.23077,,,,,,
,330,7,2.2,19384.61538,,,,,,
,330,8,2,19615.38462,,,,,,
,330,9,2,19615.38462,,,,,,
,330,10,2.1,19500,,,,,,
,330,11,2.9,18576.92308,,,,,,
,330,12,3.3,18115.38462,,,,,,
,330,13,3.5,17884.61538,,,,,,
,330,14,3.6,17769.23077,,,,,,
,330,15,3.6,17769.23077,,,,,,
,330,16,3.5,17884.61538,,,,,,
,330,17,3.2,18230.76923,,,,,,
,330,18,3,18461.53846,,,,,,
,330,19,2.7,18807.69231,,,,,,
,330,20,2.5,19038.46154,,,,,,
,330,21,2.2,19384.61538,,,,,,
,330,22,2,19615.38462,,,,,,
,330,23,1.7,19961.53846,,,,,,
,330,24,1.5,20192.30769,,,,,,
,331,1,1,20769.23077,,,,,,
,331,2,0.4,21461.53846,,,,,,
,331,3,-0.1,22038.46154,,,,,,
,331,4,-0.5,22500,,,,,,
,331,5,-0.9,22961.53846,,,,,,
,331,6,-1.2,23307.69231,,,,,,
,331,7,-1.5,23653.84615,,,,,,
,331,8,-1.8,24000,,,,,,
,331,9,-1.7,23884.61538,,,,,,
,331,10,0,21923.07692,,,,,,
,331,11,1.4,20307.69231,,,,,,
,331,12,2.6,18923.07692,,,,,,
,331,13,3.4,18000,,,,,,
,331,14,3.9,17423.07692,,,,,,
,331,15,4,17307.69231,,,,,,
,331,16,3.5,17884.61538,,,,,,
,331,17,2.4,19153.84615,,,,,,
,331,18,1.3,20423.07692,,,,,,
,331,19,0.8,21000,,,,,,
,331,20,0.3,21576.92308,,,,,,
,331,21,-0.2,22153.84615,,,,,,
,331,22,-0.7,22730.76923,,,,,,
,331,23,-1.2,23307.69231,,,,,,
,331,24,-1.7,23884.61538,,,,,,
,332,1,-1.7,23884.61538,,,,,,
,332,2,-1.7,23884.61538,,,,,,
,332,3,-1.6,23769.23077,,,,,,
,332,4,-1.5,23653.84615,,,,,,
,332,5,-1.5,23653.84615,,,,,,
,332,6,-1.4,23538.46154,,,,,,
,332,7,-1.3,23423.07692,,,,,,
,332,8,-1.3,23423.07692,,,,,,
,332,9,-0.9,22961.53846,,,,,,
,332,10,1.7,19961.53846,,,,,,
,332,11,4.1,17192.30769,,,,,,
,332,12,6.4,14538.46154,,,,,,
,332,13,7.9,12807.69231,,,,,,
,332,14,8.7,11884.61538,,,,,,
,332,15,9.1,11423.07692,,,,,,
,332,16,8.6,12000,,,,,,
,332,17,7.3,13500,,,,,,
,332,18,5.8,15230.76923,,,,,,
,332,19,5.7,15346.15385,,,,,,
,332,20,5.5,15576.92308,,,,,,
,332,21,5.3,15807.69231,,,,,,
,332,22,5.1,16038.46154,,,,,,
,332,23,5,16153.84615,,,,,,
,332,24,4.8,16384.61538,,,,,,
,333,1,4.4,16846.15385,,,,,,
,333,2,4,17307.69231,,,,,,
,333,3,3.6,17769.23077,,,,,,
,333,4,3.3,18115.38462,,,,,,
,333,5,3.1,18346.15385,,,,,,
,333,6,2.9,18576.92308,,,,,,
,333,7,2.7,18807.69231,,,,,,
,333,8,2.6,18923.07692,,,,,,
,333,9,2.8,18692.30769,,,,,,
,333,10,4.6,16615.38462,,,,,,
,333,11,6.1,14884.61538,,,,,,
,333,12,7.6,13153.84615,,,,,,
,333,13,8.9,11653.84615,,,,,,
,333,14,9.6,10846.15385,,,,,,
,333,15,10,10384.61538,,,,,,
,333,16,9.8,10615.38462,,,,,,
,333,17,8.5,12115.38462,,,,,,
,333,18,8.1,12576.92308,,,,,,
,333,19,7.7,13038.46154,,,,,,
,333,20,7.3,13500,,,,,,
,333,21,7,13846.15385,,,,,,
,333,22,6.6,14307.69231,,,,,,
,333,23,6.2,14769.23077,,,,,,
,333,24,5.8,15230.76923,,,,,,
,334,1,5.5,15576.92308,,,,,,
,334,2,5.2,15923.07692,,,,,,
,334,3,4.9,16269.23077,,,,,,
,334,4,4.7,16500,,,,,,
,334,5,4.6,16615.38462,,,,,,
,334,6,4.4,16846.15385,,,,,,
,334,7,4.3,16961.53846,,,,,,
,334,8,4.2,17076.92308,,,,,,
,334,9,4.5,16730.76923,,,,,,
,334,10,6.6,14307.69231,,,,,,
,334,11,8.9,11653.84615,,,,,,
,334,12,10.7,9576.923077,,,,,,
,334,13,11.9,8192.307692,,,,,,
,334,14,12.6,7384.615385,,,,,,
,334,15,12.7,7269.230769,,,,,,
,334,16,12,8076.923077,,,,,,
,334,17,10.6,9692.307692,,,,,,
,334,18,10.3,10038.46154,,,,,,
,334,19,10.1,10269.23077,,,,,,
,334,20,9.8,10615.38462,,,,,,
,334,21,9.5,10961.53846,,,,,,
,334,22,9.2,11307.69231,,,,,,
,334,23,8.9,11653.84615,,,,,,
,334,24,8.7,11884.61538,,,,,,
decembre,335,1,8.4,12230.76923,,,,,,
,335,2,8.2,12461.53846,,,,,,
,335,3,8,12692.30769,,,,,,
,335,4,7.9,12807.69231,,,,,,
,335,5,7.8,12923.07692,,,,,,
,335,6,7.7,13038.46154,,,,,,
,335,7,7.6,13153.84615,,,,,,
,335,8,7.6,13153.84615,,,,,,
,335,9,7.8,12923.07692,,,,,,
,335,10,10,10384.61538,,,,,,
,335,11,11,9230.769231,,,,,,
,335,12,11.5,8653.846154,,,,,,
,335,13,12.8,7153.846154,,,,,,
,335,14,13.5,6346.153846,,,,,,
,335,15,13.9,5884.615385,,,,,,
,335,16,13.5,6346.153846,,,,,,
,335,17,12.5,7500,,,,,,
,335,18,12,8076.923077,,,,,,
,335,19,11.4,8769.230769,,,,,,
,335,20,10.8,9461.538462,,,,,,
,335,21,10.2,10153.84615,,,,,,
,335,22,9.6,10846.15385,,,,,,
,335,23,9.1,11423.07692,,,,,,
,335,24,8.5,12115.38462,,,,,,
,336,1,7.8,12923.07692,,,,,,
,336,2,7.1,13730.76923,,,,,,
,336,3,6.5,14423.07692,,,,,,
,336,4,6.2,14769.23077,,,,,,
,336,5,5.9,15115.38462,,,,,,
,336,6,5.6,15461.53846,,,,,,
,336,7,5.5,15576.92308,,,,,,
,336,8,5.3,15807.69231,,,,,,
,336,9,5.6,15461.53846,,,,,,
,336,10,8,12692.30769,,,,,,
,336,11,10.3,10038.46154,,,,,,
,336,12,12.3,7730.769231,,,,,,
,336,13,13.9,5884.615385,,,,,,
,336,14,14.8,4846.153846,,,,,,
,336,15,15.1,4500,,,,,,
,336,16,14.6,5076.923077,,,,,,
,336,17,13.1,6807.692308,,,,,,
,336,18,12.4,7615.384615,,,,,,
,336,19,11.7,8423.076923,,,,,,
,336,20,11.1,9115.384615,,,,,,
,336,21,10.4,9923.076923,,,,,,
,336,22,9.8,10615.38462,,,,,,
,336,23,9.1,11423.07692,,,,,,
,336,24,8.5,12115.38462,,,,,,
,337,1,7.6,13153.84615,,,,,,
,337,2,6.8,14076.92308,,,,,,
,337,3,5.9,15115.38462,,,,,,
,337,4,5.5,15576.92308,,,,,,
,337,5,5.1,16038.46154,,,,,,
,337,6,4.6,16615.38462,,,,,,
,337,7,4.3,16961.53846,,,,,,
,337,8,4,17307.69231,,,,,,
,337,9,4.2,17076.92308,,,,,,
,337,10,6.7,14192.30769,,,,,,
,337,11,9.2,11307.69231,,,,,,
,337,12,11.2,9000,,,,,,
,337,13,12.8,7153.846154,,,,,,
,337,14,13.8,6000,,,,,,
,337,15,14.2,5538.461538,,,,,,
,337,16,13.6,6230.769231,,,,,,
,337,17,11.8,8307.692308,,,,,,
,337,18,11,9230.769231,,,,,,
,337,19,10.2,10153.84615,,,,,,
,337,20,9.5,10961.53846,,,,,,
,337,21,8.7,11884.61538,,,,,,
,337,22,7.9,12807.69231,,,,,,
,337,23,7.1,13730.76923,,,,,,
,337,24,6.3,14653.84615,,,,,,
,338,1,5.6,15461.53846,,,,,,
,338,2,4.8,16384.61538,,,,,,
,338,3,4,17307.69231,,,,,,
,338,4,3.6,17769.23077,,,,,,
,338,5,3.2,18230.76923,,,,,,
,338,6,2.8,18692.30769,,,,,,
,338,7,2.5,19038.46154,,,,,,
,338,8,2.2,19384.61538,,,,,,
,338,9,2.4,19153.84615,,,,,,
,338,10,4.1,17192.30769,,,,,,
,338,11,5.4,15692.30769,,,,,,
,338,12,6.9,13961.53846,,,,,,
,338,13,8,12692.30769,,,,,,
,338,14,9.4,11076.92308,,,,,,
,338,15,10.1,10269.23077,,,,,,
,338,16,9.9,10500,,,,,,
,338,17,8.5,12115.38462,,,,,,
,338,18,7.8,12923.07692,,,,,,
,338,19,7.1,13730.76923,,,,,,
,338,20,6.4,14538.46154,,,,,,
,338,21,5.8,15230.76923,,,,,,
,338,22,5.1,16038.46154,,,,,,
,338,23,4.4,16846.15385,,,,,,
,338,24,3.7,17653.84615,,,,,,
,339,1,3.2,18230.76923,,,,,,
,339,2,2.7,18807.69231,,,,,,
,339,3,2.1,19500,,,,,,
,339,4,1.8,19846.15385,,,,,,
,339,5,1.5,20192.30769,,,,,,
,339,6,1.3,20423.07692,,,,,,
,339,7,1.1,20653.84615,,,,,,
,339,8,0.9,20884.61538,,,,,,
,339,9,0.9,20884.61538,,,,,,
,339,10,2.5,19038.46154,,,,,,
,339,11,4.4,16846.15385,,,,,,
,339,12,6.3,14653.84615,,,,,,
,339,13,6.7,14192.30769,,,,,,
,339,14,7.4,13384.61538,,,,,,
,339,15,7.9,12807.69231,,,,,,
,339,16,7.5,13269.23077,,,,,,
,339,17,6.3,14653.84615,,,,,,
,339,18,5.8,15230.76923,,,,,,
,339,19,5.3,15807.69231,,,,,,
,339,20,4.8,16384.61538,,,,,,
,339,21,4.3,16961.53846,,,,,,
,339,22,3.8,17538.46154,,,,,,
,339,23,3.3,18115.38462,,,,,,
,339,24,2.8,18692.30769,,,,,,
,340,1,2.4,19153.84615,,,,,,
,340,2,1.9,19730.76923,,,,,,
,340,3,1.5,20192.30769,,,,,,
,340,4,1.3,20423.07692,,,,,,
,340,5,0.8,21000,,,,,,
,340,6,0.8,21000,,,,,,
,340,7,0.6,21230.76923,,,,,,
,340,8,0.5,21346.15385,,,,,,
,340,9,0.5,21346.15385,,,,,,
,340,10,0.7,21115.38462,,,,,,
,340,11,0.8,21000,,,,,,
,340,12,1,20769.23077,,,,,,
,340,13,1.2,20538.46154,,,,,,
,340,14,2.7,18807.69231,,,,,,
,340,15,3.3,18115.38462,,,,,,
,340,16,3.6,17769.23077,,,,,,
,340,17,3,18461.53846,,,,,,
,340,18,2.9,18576.92308,,,,,,
,340,19,2.7,18807.69231,,,,,,
,340,20,2.6,18923.07692,,,,,,
,340,21,2.4,19153.84615,,,,,,
,340,22,2.3,19269.23077,,,,,,
,340,23,2.1,19500,,,,,,
,340,24,2,19615.38462,,,,,,
,341,1,1.9,19730.76923,,,,,,
,341,2,1.9,19730.76923,,,,,,
,341,3,1.5,20192.30769,,,,,,
,341,4,1.9,19730.76923,,,,,,
,341,5,1.9,19730.76923,,,,,,
,341,6,1.9,19730.76923,,,,,,
,341,7,1.8,19846.15385,,,,,,
,341,8,1.9,19730.76923,,,,,,
,341,9,1.9,19730.76923,,,,,,
,341,10,2.9,18576.92308,,,,,,
,341,11,3.7,17653.84615,,,,,,
,341,12,4.5,16730.76923,,,,,,
,341,13,5.2,15923.07692,,,,,,
,341,14,5.5,15576.92308,,,,,,
,341,15,5.6,15461.53846,,,,,,
,341,16,5.4,15692.30769,,,,,,
,341,17,4.8,16384.61538,,,,,,
,341,18,4.7,16500,,,,,,
,341,19,4.5,16730.76923,,,,,,
,341,20,4.3,16961.53846,,,,,,
,341,21,4.1,17192.30769,,,,,,
,341,22,4,17307.69231,,,,,,
,341,23,3.8,17538.46154,,,,,,
,341,24,3.6,17769.23077,,,,,,
,342,1,3.4,18000,,,,,,
,342,2,3.2,18230.76923,,,,,,
,342,3,2.9,18576.92308,,,,,,
,342,4,2.8,18692.30769,,,,,,
,342,5,2.7,18807.69231,,,,,,
,342,6,2.6,18923.07692,,,,,,
,342,7,2.5,19038.46154,,,,,,
,342,8,2.4,19153.84615,,,,,,
,342,9,2.7,18807.69231,,,,,,
,342,10,5.8,15230.76923,,,,,,
,342,11,7.8,12923.07692,,,,,,
,342,12,9.4,11076.92308,,,,,,
,342,13,10.4,9923.076923,,,,,,
,342,14,10.8,9461.538462,,,,,,
,342,15,10.6,9692.307692,,,,,,
,342,16,9.9,10500,,,,,,
,342,17,8.6,12000,,,,,,
,342,18,8.3,12346.15385,,,,,,
,342,19,8,12692.30769,,,,,,
,342,20,7.7,13038.46154,,,,,,
,342,21,7.4,13384.61538,,,,,,
,342,22,7.1,13730.76923,,,,,,
,342,23,6.8,14076.92308,,,,,,
,342,24,6.5,14423.07692,,,,,,
,343,1,6.2,14769.23077,,,,,,
,343,2,5.9,15115.38462,,,,,,
,343,3,5.6,15461.53846,,,,,,
,343,4,5.5,15576.92308,,,,,,
,343,5,5.4,15692.30769,,,,,,
,343,6,5.2,15923.07692,,,,,,
,343,7,5.1,16038.46154,,,,,,
,343,8,5,16153.84615,,,,,,
,343,9,5.1,16038.46154,,,,,,
,343,10,5.6,15461.53846,,,,,,
,343,11,7.2,13615.38462,,,,,,
,343,12,10.7,9576.923077,,,,,,
,343,13,12.2,7846.153846,,,,,,
,343,14,13.2,6692.307692,,,,,,
,343,15,13.4,6461.538462,,,,,,
,343,16,12.3,7730.769231,,,,,,
,343,17,11,9230.769231,,,,,,
,343,18,11,9230.769231,,,,,,
,343,19,10.9,9346.153846,,,,,,
,343,20,10.9,9346.153846,,,,,,
,343,21,10.8,9461.538462,,,,,,
,343,22,10.8,9461.538462,,,,,,
,343,23,10.7,9576.923077,,,,,,
,343,24,10.7,9576.923077,,,,,,
,344,1,10.6,9692.307692,,,,,,
,344,2,10.6,9692.307692,,,,,,
,344,3,10.6,9692.307692,,,,,,
,344,4,10.6,9692.307692,,,,,,
,344,5,10.5,9807.692308,,,,,,
,344,6,10.5,9807.692308,,,,,,
,344,7,10.5,9807.692308,,,,,,
,344,8,10.5,9807.692308,,,,,,
,344,9,10.6,9692.307692,,,,,,
,344,10,11.2,9000,,,,,,
,344,11,11.9,8192.307692,,,,,,
,344,12,12.5,7500,,,,,,
,344,13,12.8,7153.846154,,,,,,
,344,14,13,6923.076923,,,,,,
,344,15,13.1,6807.692308,,,,,,
,344,16,12.8,7153.846154,,,,,,
,344,17,12.5,7500,,,,,,
,344,18,12.1,7961.538462,,,,,,
,344,19,12,8076.923077,,,,,,
,344,20,11.9,8192.307692,,,,,,
,344,21,11.7,8423.076923,,,,,,
,344,22,10.9,9346.153846,,,,,,
,344,23,11.3,8884.615385,,,,,,
,344,24,11.2,9000,,,,,,
,345,1,10.9,9346.153846,,,,,,
,345,2,10.6,9692.307692,,,,,,
,345,3,10.3,10038.46154,,,,,,
,345,4,10.2,10153.84615,,,,,,
,345,5,9.7,10730.76923,,,,,,
,345,6,10,10384.61538,,,,,,
,345,7,10,10384.61538,,,,,,
,345,8,9.9,10500,,,,,,
,345,9,9.9,10500,,,,,,
,345,10,10.4,9923.076923,,,,,,
,345,11,11,9230.769231,,,,,,
,345,12,11.6,8538.461538,,,,,,
,345,13,12,8076.923077,,,,,,
,345,14,12.4,7615.384615,,,,,,
,345,15,12.5,7500,,,,,,
,345,16,12.4,7615.384615,,,,,,
,345,17,12,8076.923077,,,,,,
,345,18,11.6,8538.461538,,,,,,
,345,19,11.2,9000,,,,,,
,345,20,10.8,9461.538462,,,,,,
,345,21,10.4,9923.076923,,,,,,
,345,22,10,10384.61538,,,,,,
,345,23,9.6,10846.15385,,,,,,
,345,24,9.2,11307.69231,,,,,,
,346,1,8.3,12346.15385,,,,,,
,346,2,7.3,13500,,,,,,
,346,3,6.4,14538.46154,,,,,,
,346,4,5.9,15115.38462,,,,,,
,346,5,5.4,15692.30769,,,,,,
,346,6,4.9,16269.23077,,,,,,
,346,7,4.5,16730.76923,,,,,,
,346,8,4.2,17076.92308,,,,,,
,346,9,4.2,17076.92308,,,,,,
,346,10,6.1,14884.61538,,,,,,
,346,11,8.2,12461.53846,,,,,,
,346,12,10.1,10269.23077,,,,,,
,346,13,11.6,8538.461538,,,,,,
,346,14,12.2,7846.153846,,,,,,
,346,15,12.3,7730.769231,,,,,,
,346,16,11.5,8653.846154,,,,,,
,346,17,9.9,10500,,,,,,
,346,18,9.3,11192.30769,,,,,,
,346,19,8.7,11884.61538,,,,,,
,346,20,8.1,12576.92308,,,,,,
,346,21,7.5,13269.23077,,,,,,
,346,22,6.9,13961.53846,,,,,,
,346,23,6.3,14653.84615,,,,,,
,346,24,5.7,15346.15385,,,,,,
,347,1,5.4,15692.30769,,,,,,
,347,2,5,16153.84615,,,,,,
,347,3,4.7,16500,,,,,,
,347,4,4.5,16730.76923,,,,,,
,347,5,4.4,16846.15385,,,,,,
,347,6,4.2,17076.92308,,,,,,
,347,7,4.1,17192.30769,,,,,,
,347,8,4,17307.69231,,,,,,
,347,9,4,17307.69231,,,,,,
,347,10,4.1,17192.30769,,,,,,
,347,11,4.4,16846.15385,,,,,,
,347,12,4.6,16615.38462,,,,,,
,347,13,4.9,16269.23077,,,,,,
,347,14,6.3,14653.84615,,,,,,
,347,15,7.1,13730.76923,,,,,,
,347,16,7.3,13500,,,,,,
,347,17,6.8,14076.92308,,,,,,
,347,18,6.5,14423.07692,,,,,,
,347,19,6.1,14884.61538,,,,,,
,347,20,5.8,15230.76923,,,,,,
,347,21,5.5,15576.92308,,,,,,
,347,22,5.2,15923.07692,,,,,,
,347,23,4.8,16384.61538,,,,,,
,347,24,4.5,16730.76923,,,,,,
,348,1,4.2,17076.92308,,,,,,
,348,2,3.8,17538.46154,,,,,,
,348,3,3.5,17884.61538,,,,,,
,348,4,3.3,18115.38462,,,,,,
,348,5,3.2,18230.76923,,,,,,
,348,6,3,18461.53846,,,,,,
,348,7,2.9,18576.92308,,,,,,
,348,8,2.7,18807.69231,,,,,,
,348,9,2.8,18692.30769,,,,,,
,348,10,3,18461.53846,,,,,,
,348,11,3.2,18230.76923,,,,,,
,348,12,3.5,17884.61538,,,,,,
,348,13,3.7,17653.84615,,,,,,
,348,14,5.5,15576.92308,,,,,,
,348,15,6.5,14423.07692,,,,,,
,348,16,6.8,14076.92308,,,,,,
,348,17,6.1,14884.61538,,,,,,
,348,18,5.9,15115.38462,,,,,,
,348,19,5.7,15346.15385,,,,,,
,348,20,5.5,15576.92308,,,,,,
,348,21,5.3,15807.69231,,,,,,
,348,22,5,16153.84615,,,,,,
,348,23,4.8,16384.61538,,,,,,
,348,24,4.6,16615.38462,,,,,,
,349,1,4.4,16846.15385,,,,,,
,349,2,4.3,16961.53846,,,,,,
,349,3,4.1,17192.30769,,,,,,
,349,4,4.1,17192.30769,,,,,,
,349,5,4,17307.69231,,,,,,
,349,6,3.9,17423.07692,,,,,,
,349,7,3.9,17423.07692,,,,,,
,349,8,3.9,17423.07692,,,,,,
,349,9,4,17307.69231,,,,,,
,349,10,5.4,15692.30769,,,,,,
,349,11,6.8,14076.92308,,,,,,
,349,12,8.3,12346.15385,,,,,,
,349,13,9,11538.46154,,,,,,
,349,14,9.2,11307.69231,,,,,,
,349,15,9.4,11076.92308,,,,,,
,349,16,8.8,11769.23077,,,,,,
,349,17,7.9,12807.69231,,,,,,
,349,18,7.4,13384.61538,,,,,,
,349,19,6.8,14076.92308,,,,,,
,349,20,6.2,14769.23077,,,,,,
,349,21,5.7,15346.15385,,,,,,
,349,22,5.1,16038.46154,,,,,,
,349,23,4.6,16615.38462,,,,,,
,349,24,4,17307.69231,,,,,,
,350,1,3,18461.53846,,,,,,
,350,2,1.9,19730.76923,,,,,,
,350,3,0.7,21115.38462,,,,,,
,350,4,0.1,21807.69231,,,,,,
,350,5,-0.5,22500,,,,,,
,350,6,-1.2,23307.69231,,,,,,
,350,7,-1.6,23769.23077,,,,,,
,350,8,-2.1,24346.15385,,,,,,
,350,9,-2.1,24346.15385,,,,,,
,350,10,-0.8,22846.15385,,,,,,
,350,11,0.4,21461.53846,,,,,,
,350,12,1.7,19961.53846,,,,,,
,350,13,2.6,18923.07692,,,,,,
,350,14,2.6,18923.07692,,,,,,
,350,15,2.4,19153.84615,,,,,,
,350,16,1.4,20307.69231,,,,,,
,350,17,0.4,21461.53846,,,,,,
,350,18,0,21923.07692,,,,,,
,350,19,-0.4,22384.61538,,,,,,
,350,20,-0.8,22846.15385,,,,,,
,350,21,-1.1,23192.30769,,,,,,
,350,22,-1.5,23653.84615,,,,,,
,350,23,-1.9,24115.38462,,,,,,
,350,24,-2.2,24461.53846,,,,,,
,351,1,-2.2,24461.53846,,,,,,
,351,2,-2.1,24346.15385,,,,,,
,351,3,-2,24230.76923,,,,,,
,351,4,-2,24230.76923,,,,,,
,351,5,-2,24230.76923,,,,,,
,351,6,-2,24230.76923,,,,,,
,351,7,-2,24230.76923,,,,,,
,351,8,-1.9,24115.38462,,,,,,
,351,9,-1.9,24115.38462,,,,,,
,351,10,-0.7,22730.76923,,,,,,
,351,11,0.8,21000,,,,,,
,351,12,2.2,19384.61538,,,,,,
,351,13,3.2,18230.76923,,,,,,
,351,14,4,17307.69231,,,,,,
,351,15,4.1,17192.30769,,,,,,
,351,16,3.7,17653.84615,,,,,,
,351,17,2.7,18807.69231,,,,,,
,351,18,3.1,18346.15385,,,,,,
,351,19,3.6,17769.23077,,,,,,
,351,20,4,17307.69231,,,,,,
,351,21,4.5,16730.76923,,,,,,
,351,22,5,16153.84615,,,,,,
,351,23,5.4,15692.30769,,,,,,
,351,24,5.9,15115.38462,,,,,,
,352,1,5.9,15115.38462,,,,,,
,352,2,6,15000,,,,,,
,352,3,6.1,14884.61538,,,,,,
,352,4,6.1,14884.61538,,,,,,
,352,5,6.2,14769.23077,,,,,,
,352,6,6.2,14769.23077,,,,,,
,352,7,6.2,14769.23077,,,,,,
,352,8,6.3,14653.84615,,,,,,
,352,9,6.3,14653.84615,,,,,,
,352,10,6.7,14192.30769,,,,,,
,352,11,7.3,13500,,,,,,
,352,12,7.9,12807.69231,,,,,,
,352,13,8.4,12230.76923,,,,,,
,352,14,8.7,11884.61538,,,,,,
,352,15,8.8,11769.23077,,,,,,
,352,16,8.7,11884.61538,,,,,,
,352,17,8.3,12346.15385,,,,,,
,352,18,8.2,12461.53846,,,,,,
,352,19,8,12692.30769,,,,,,
,352,20,7.7,13038.46154,,,,,,
,352,21,7.8,12923.07692,,,,,,
,352,22,7,13846.15385,,,,,,
,352,23,7.3,13500,,,,,,
,352,24,7.4,13384.61538,,,,,,
,353,1,7.3,13500,,,,,,
,353,2,7.1,13730.76923,,,,,,
,353,3,6.8,14076.92308,,,,,,
,353,4,6.7,14192.30769,,,,,,
,353,5,6.6,14307.69231,,,,,,
,353,6,6.5,14423.07692,,,,,,
,353,7,6.4,14538.46154,,,,,,
,353,8,6.3,14653.84615,,,,,,
,353,9,6.3,14653.84615,,,,,,
,353,10,7.1,13730.76923,,,,,,
,353,11,8.2,12461.53846,,,,,,
,353,12,9.1,11423.07692,,,,,,
,353,13,9.8,10615.38462,,,,,,
,353,14,10.2,10153.84615,,,,,,
,353,15,10.2,10153.84615,,,,,,
,353,16,9.9,10500,,,,,,
,353,17,9.2,11307.69231,,,,,,
,353,18,9,11538.46154,,,,,,
,353,19,8.8,11769.23077,,,,,,
,353,20,8.7,11884.61538,,,,,,
,353,21,8.5,12115.38462,,,,,,
,353,22,8.3,12346.15385,,,,,,
,353,23,7.9,12807.69231,,,,,,
,353,24,7.9,12807.69231,,,,,,
,354,1,7.7,13038.46154,,,,,,
,354,2,7.6,13153.84615,,,,,,
,354,3,7.5,13269.23077,,,,,,
,354,4,7.5,13269.23077,,,,,,
,354,5,7.4,13384.61538,,,,,,
,354,6,7.4,13384.61538,,,,,,
,354,7,7.4,13384.61538,,,,,,
,354,8,7.4,13384.61538,,,,,,
,354,9,7.5,13269.23077,,,,,,
,354,10,7.7,13038.46154,,,,,,
,354,11,8.7,11884.61538,,,,,,
,354,12,9.7,10730.76923,,,,,,
,354,13,11,9230.769231,,,,,,
,354,14,12.1,7961.538462,,,,,,
